,id_ap,ap_isu_id,title_ap,year,qualification,id_direction,title_direction,number_direction,structural_unit,su_short_name,on_check,laboriousness,loading_datetime
0,6796,10572,Нанофотоника и квантовая оптика,2018,bachelor,15772,Техническая физика,16.03.01,,,in_work,393,2024-03-01 12:30:35.352227
1,6797,10571,Информационные технологии в энергетике,2018,bachelor,15766,Ядерная энергетика и теплофизика,14.03.01,,,in_work,311,2024-03-01 12:30:58.391373
2,6798,14637,Молекулярная биология и биотехнология / Molecular Biology and Biotechnology,2021,master,15783,Биотехнология,19.04.01,,,in_work,227,2024-03-01 12:31:06.629456
3,6799,10574,Низкотемпературная техника и энергетика,2018,bachelor,15773,"Холодильная, криогенная техника и системы жизнеобеспечения",16.03.03,,,in_work,352,2024-03-01 12:31:36.151463
4,6800,10575,Экологический инжиниринг,2018,bachelor,15777,"Энерго- и ресурсосберегающие процессы в химической технологии, нефтехимии и биотехнологии",18.03.02,,,in_work,296,2024-03-01 12:31:57.958410
5,6801,10577,Пищевая биотехнология,2018,bachelor,15780,Биотехнология,19.03.01,,,in_work,311,2024-03-01 12:32:21.489817
6,6802,9863,"Технологии напитков, хлеба и кондитерских изделий",2018,bachelor,15781,Продукты питания из растительного сырья,19.03.02,,,in_work,311,2024-03-01 12:32:46.044191
7,6803,9868,Молекулярное питание и пищевые технологии,2018,bachelor,15782,Продукты питания животного происхождения,19.03.03,,,in_work,311,2024-03-01 12:33:14.744462
8,6804,10565,Прикладная и компьютерная оптика,2018,bachelor,15753,Оптотехника,12.03.02,,,in_work,311,2024-03-01 12:33:41.061737
9,6805,10573,Световая инженерия,2018,bachelor,15772,Техническая физика,16.03.01,,,in_work,311,2024-03-01 12:34:04.778189
10,6806,10566,Физика наноструктур,2018,bachelor,15754,Фотоника и оптоинформатика,12.03.03,,,in_work,311,2024-03-01 12:34:36.170934
11,6807,9874,Квантовые технологии в коммуникациях,2018,bachelor,15754,Фотоника и оптоинформатика,12.03.03,,,in_work,311,2024-03-01 12:35:01.357188
12,6808,10568,Лазерные технологии,2018,bachelor,15756,Лазерная техника и лазерные технологии,12.03.05,,,in_work,311,2024-03-01 12:35:32.289198
13,6809,10569,Лазеры для информационно-коммуникационных систем,2018,bachelor,15756,Лазерная техника и лазерные технологии,12.03.05,,,in_work,311,2024-03-01 12:35:57.090610
14,6810,13378,Научная коммуникация,2020,master,15798,Инноватика,27.04.05,,,in_work,135,2024-03-01 12:36:11.479776
15,6811,13365,Цифровые системы управления,2020,master,15796,Системный анализ и управление,27.04.03,,,in_work,240,2024-03-01 12:36:33.385870
16,6812,10579,Управление технологическими инновациями,2018,bachelor,15793,Инноватика,27.03.05,,,in_work,311,2024-03-01 12:37:01.701016
17,6813,10559,Компьютерные технологии в дизайне,2018,bachelor,15741,Программная инженерия,09.03.04,,,in_work,341,2024-03-01 12:37:15.146412
18,6814,9871,Экономика высокотехнологичной компании,2018,bachelor,15801,Экономика,38.03.01,,,in_work,311,2024-03-01 12:37:40.460911
19,6815,10560,Нейротехнологии и программирование,2018,bachelor,15741,Программная инженерия,09.03.04,,,in_work,311,2024-03-01 12:38:03.288411
20,6816,10561,Технологии защиты информации,2018,bachelor,,,,,,in_work,311,2024-03-01 12:38:34.485089
21,6817,10580,Компьютерная графика и дизайн,2018,bachelor,15805,Профессиональное обучение,44.03.04,,,in_work,335,2024-03-01 12:38:47.253569
22,6818,10555,Информатика и программирование,2018,bachelor,15734,Прикладная математика и информатика,01.03.02,,,in_work,352,2024-03-01 12:39:10.998941
23,6819,9869,Технологии транспортирования углеводородных энергоносителей,2018,bachelor,,,,,,in_work,311,2024-03-01 12:39:35.456019
24,6820,10576,Биоинженерия,2018,bachelor,15780,Биотехнология,19.03.01,,,in_work,311,2024-03-01 12:40:03.371686
25,6822,13397,Биоинженерия,2020,bachelor,15755,Биотехнические системы и технологии,12.03.04,,,in_work,580,2024-03-01 12:40:54.683541
26,6823,13276,Биоинженерия,2020,bachelor,15777,"Энерго- и ресурсосберегающие процессы в химической технологии, нефтехимии и биотехнологии",18.03.02,,,in_work,560,2024-03-01 12:41:31.912594
27,6826,11713,Техническая физика,2019,bachelor,15772,Техническая физика,16.03.01,,,in_work,427,2024-03-01 12:41:59.433478
28,6827,11721,Биоинженерия,2019,bachelor,15777,"Энерго- и ресурсосберегающие процессы в химической технологии, нефтехимии и биотехнологии",18.03.02,,,in_work,424,2024-03-01 12:42:24.644676
29,6828,11715,Оптико-электронные информационно-измерительные приборы и системы,2019,specialist,15762,Электронные и оптико-электронные приборы и системы специального назначения,12.05.01,,,in_work,1083,2024-03-01 12:43:34.450339
30,6829,13312,Цифровые технологии умного города,2020,master,15744,Прикладная информатика,09.04.03,,,in_work,160,2024-03-01 12:43:52.974467
31,6830,10564,Цифровые технологии в приборостроении,2018,bachelor,15752,Приборостроение,12.03.01,,,in_work,306,2024-03-01 12:44:15.769668
32,6831,10570,Цифровой электропривод робототехнических комплексов,2018,bachelor,15764,Электроэнергетика и электротехника,13.03.02,,,in_work,311,2024-03-01 12:44:42.943578
33,6832,10556,Вычислительные системы и сети,2018,bachelor,15738,Информатика и вычислительная техника,09.03.01,,,in_work,333,2024-03-01 12:44:55.488983
34,6833,9859,Цифровое производство,2018,bachelor,15767,Автоматизация технологических процессов и производств,15.03.04,,,in_work,311,2024-03-01 12:45:23.187154
35,6834,10425,Интеллектуальная робототехника,2018,bachelor,15768,Мехатроника и робототехника,15.03.06,,,in_work,311,2024-03-01 12:45:45.923663
36,6835,10558,Системное и прикладное программное обеспечение,2018,bachelor,15741,Программная инженерия,09.03.04,,,in_work,360,2024-03-01 12:45:59.556248
37,6836,10563,Конструирование и технология электронных средств,2018,bachelor,15749,Конструирование и технология электронных средств,11.03.03,,,in_work,311,2024-03-01 12:46:21.996483
38,6837,10426,Управление в технических системах,2018,bachelor,15792,Управление в технических системах,27.03.04,,,in_work,293,2024-03-01 12:46:44.397973
39,6838,10578,Управление движением и навигация,2018,bachelor,15789,Системы управления движением и навигация,24.03.02,,,in_work,311,2024-03-01 12:47:05.448613
40,6839,9837,Мобильные и сетевые технологии,2018,bachelor,15740,Прикладная информатика,09.03.03,,,in_work,311,2024-03-01 12:47:28.097798
41,6840,10562,Инфокоммуникационные системы,2018,bachelor,15748,Инфокоммуникационные технологии и системы связи,11.03.02,,,in_work,393,2024-03-01 12:47:52.944718
42,6841,9872,Иностранные языки и информационные технологии / Humanities and IT,2018,bachelor,15806,Интеллектуальные системы в гуманитарной сфере,45.03.04,,,in_work,311,2024-03-01 12:48:15.416926
43,6842,10557,Программирование и интернет-технологии,2018,bachelor,15739,Информационные системы и технологии,09.03.02,,,in_work,311,2024-03-01 12:48:39.147153
44,6843,10581,Интеллектуальные системы в гуманитарной сфере,2018,bachelor,15806,Интеллектуальные системы в гуманитарной сфере,45.03.04,,,in_work,311,2024-03-01 12:49:01.893203
45,6845,13260,Управление технологическими инновациями,2020,bachelor,15793,Инноватика,27.03.05,,,in_work,525,2024-03-01 12:49:38.685764
46,6846,13268,Бизнес-информатика,2020,bachelor,15802,Бизнес-информатика,38.03.05,,,in_work,537,2024-03-01 12:50:18.622492
47,6847,11726,Бизнес-информатика,2019,bachelor,15802,Бизнес-информатика,38.03.05,,,in_work,376,2024-03-01 12:50:43.788395
48,7504,,(ИУП) Робототехника и искусственный интеллект / Robotics and artificial intelligence,2023,master,,,,,,verified,36,2024-03-01 12:50:45.433500
49,6849,13398,Прикладная и теоретическая физика,2020,bachelor,15772,Техническая физика,16.03.01,,,in_work,549,2024-03-01 12:51:19.912977
50,7505,,План Б,2023,bachelor,15738,Информатика и вычислительная техника,09.03.01,,,in_work,0,2024-03-01 12:51:24.726619
51,6852,11707,Фотоника и оптоинформатика,2019,bachelor,15754,Фотоника и оптоинформатика,12.03.03,,,in_work,401,2024-03-01 12:51:53.417119
52,6853,13360,Стандартизация и метрология в высокотехнологичном секторе экономики,2020,master,15794,Стандартизация и метрология,27.04.01,,,in_work,135,2024-03-01 12:52:07.764633
53,6854,11729,Биотехнология,2019,bachelor,15780,Биотехнология,19.03.01,,,in_work,460,2024-03-01 12:52:35.085137
54,6855,11678,Мобильные и сетевые технологии,2019,bachelor,15740,Прикладная информатика,09.03.03,,,in_work,397,2024-03-01 12:53:03.783781
55,6856,11760,Компьютерные технологии в дизайне,2019,bachelor,15741,Программная инженерия,09.03.04,,,in_work,451,2024-03-01 12:53:30.340326
56,6857,11687,Нейротехнологии и программирование,2019,bachelor,15741,Программная инженерия,09.03.04,,,in_work,336,2024-03-01 12:53:56.423260
57,6858,11685,Системное и прикладное программное обеспечение,2019,bachelor,15741,Программная инженерия,09.03.04,,,in_work,391,2024-03-01 12:54:26.625175
58,6860,11701,Цифровые системы управления,2019,bachelor,15789,Системы управления движением и навигация,24.03.02,,,in_work,410,2024-03-01 12:54:50.586316
59,6861,11702,Цифровые системы управления,2019,bachelor,15792,Управление в технических системах,27.03.04,,,in_work,435,2024-03-01 12:55:16.010303
60,6862,11723,Управление технологическими инновациями,2019,bachelor,15793,Инноватика,27.03.05,,,in_work,378,2024-03-01 12:55:43.468908
61,6863,11696,Цифровое производство,2019,bachelor,15767,Автоматизация технологических процессов и производств,15.03.04,,,in_work,318,2024-03-01 12:56:04.999042
62,6864,11692,Технологии защиты информации,2019,bachelor,15749,Конструирование и технология электронных средств,11.03.03,,,in_work,380,2024-03-01 12:56:36.585060
63,6865,11693,Технологии защиты информации,2019,bachelor,15815,Эксплуатация транспортно-технологических машин и комплексов,23.03.03,,,in_work,378,2024-03-01 12:57:01.029470
64,6866,11676,Информатика и программирование,2019,bachelor,15734,Прикладная математика и информатика,01.03.02,,,in_work,367,2024-03-01 12:57:17.037510
65,6867,11699,Цифровые системы управления,2019,bachelor,15764,Электроэнергетика и электротехника,13.03.02,,,in_work,403,2024-03-01 12:57:47.401944
66,6868,13343,Промышленные холодильные системы и тепловые насосы,2020,master,15775,"Холодильная, криогенная техника и системы жизнеобеспечения",16.04.03,,,in_work,135,2024-03-01 12:58:01.603258
67,6869,11698,Робототехника,2019,bachelor,15768,Мехатроника и робототехника,15.03.06,,,in_work,240,2024-03-01 12:58:19.782869
68,6870,11792,Иностранные языки и информационные технологии / Humanities and IT,2019,bachelor,15806,Интеллектуальные системы в гуманитарной сфере,45.03.04,,,in_work,330,2024-03-01 12:58:42.582958
69,6871,11717,Информационные технологии в энергетике,2019,bachelor,15766,Ядерная энергетика и теплофизика,14.03.01,,,in_work,783,2024-03-01 12:59:45.208254
70,6872,14526,Иностранные языки и информационные технологии / Humanities and IT,2021,bachelor,15806,Интеллектуальные системы в гуманитарной сфере,45.03.04,,,in_work,474,2024-03-01 13:00:16.858380
71,6873,11683,Компьютерные системы и технологии,2019,bachelor,15738,Информатика и вычислительная техника,09.03.01,,,in_work,330,2024-03-01 13:00:39.790209
72,6874,14579,Робототехника и искусственный интеллект / Robotics and artificial intelligence,2021,master,15771,Мехатроника и робототехника,15.04.06,,,in_work,237,2024-03-01 13:00:47.893191
73,6875,11677,Программирование и интернет-технологии,2019,bachelor,15739,Информационные системы и технологии,09.03.02,,,in_work,372,2024-03-01 13:01:04.062042
74,6876,14581,Квантовые технологии в индустрии,2021,master,15759,Фотоника и оптоинформатика,12.04.03,,,in_work,124,2024-03-01 13:01:08.547535
75,6877,11679,Интеллектуальные системы в гуманитарной сфере,2019,bachelor,15806,Интеллектуальные системы в гуманитарной сфере,45.03.04,,,in_work,362,2024-03-01 13:01:32.586479
76,6878,11680,Программирование в инфокоммуникационных системах,2019,bachelor,15748,Инфокоммуникационные технологии и системы связи,11.03.02,,,in_work,353,2024-03-01 13:01:54.442136
77,6879,13362,Управление качеством,2020,master,15795,Управление качеством,27.04.02,,,in_work,180,2024-03-01 13:02:09.595929
78,6880,14531,Программирование в инфокоммуникационных системах,2021,bachelor,15748,Инфокоммуникационные технологии и системы связи,11.03.02,,,in_work,551,2024-03-01 13:02:47.888621
79,6881,11689,Компьютерные технологии в дизайне,2019,bachelor,15805,Профессиональное обучение,44.03.04,,,in_work,447,2024-03-01 13:03:12.528469
80,6882,11695,Цифровое производство,2019,bachelor,15752,Приборостроение,12.03.01,,,in_work,318,2024-03-01 13:03:35.006294
81,6883,11690,Технологии защиты информации,2019,bachelor,15814,Информационная безопасность,10.03.01,,,in_work,422,2024-03-01 13:04:05.453485
82,6884,14597,Цифровые геотехнологии,2021,master,15809,Информационные системы и технологии,09.04.02,,,in_work,152,2024-03-01 13:04:09.844934
83,6885,14677,Информационные системы бизнеса / Business information systems,2021,master,15744,Прикладная информатика,09.04.03,,,in_work,191,2024-03-01 13:04:17.916519
84,6886,14603,Мобильные и облачные технологии,2021,master,15744,Прикладная информатика,09.04.03,,,in_work,188,2024-03-01 13:04:24.054815
85,6887,14600,Технологии разработки компьютерных игр,2021,master,15744,Прикладная информатика,09.04.03,,,in_work,154,2024-03-01 13:04:30.169340
86,6888,14557,Электроинженерия,2021,master,15765,Электроэнергетика и электротехника,13.04.02,,,in_work,178,2024-03-01 13:04:36.266011
87,6889,14604,Инфокоммуникации и цифровые медиа / Infocommunications and digital media,2021,master,15750,Инфокоммуникационные технологии и системы связи,11.04.02,,,in_work,319,2024-03-01 13:04:45.578109
88,6890,14598,Финансовые технологии больших данных,2021,master,15750,Инфокоммуникационные технологии и системы связи,11.04.02,,,in_work,175,2024-03-01 13:04:51.859160
89,6891,13352,Биоинженерия и биотехнические системы,2020,master,15760,Биотехнические системы и технологии,12.04.04,,,in_work,192,2024-03-01 13:05:11.759372
90,6892,13278,Биотехнология,2020,bachelor,15780,Биотехнология,19.03.01,,,in_work,696,2024-03-01 13:05:52.076170
91,6893,14524,Биотехнология,2021,bachelor,15780,Биотехнология,19.03.01,,,in_work,693,2024-03-01 13:06:32.937917
92,6894,14543,Технологии защиты информации,2021,bachelor,15749,Конструирование и технология электронных средств,11.03.03,,,in_work,533,2024-03-01 13:07:07.931977
93,6895,14545,Технологии защиты информации,2021,bachelor,15815,Эксплуатация транспортно-технологических машин и комплексов,23.03.03,,,in_work,496,2024-03-01 13:07:41.955713
94,6898,14599,Программирование и интернет-технологии,2021,master,15809,Информационные системы и технологии,09.04.02,,,in_work,178,2024-03-01 13:07:48.412525
95,6899,14538,Индустриальные киберфизические системы,2021,bachelor,15767,Автоматизация технологических процессов и производств,15.03.04,,,in_work,490,2024-03-01 13:08:27.837716
96,6900,14522,Прикладная и теоретическая физика,2021,bachelor,15772,Техническая физика,16.03.01,,,in_work,640,2024-03-01 13:09:05.470562
97,6901,14519,Цифровые системы управления,2021,bachelor,15764,Электроэнергетика и электротехника,13.03.02,,,in_work,587,2024-03-01 13:09:40.171741
98,6902,14523,Цифровые системы управления,2021,bachelor,15789,Системы управления движением и навигация,24.03.02,,,in_work,589,2024-03-01 13:10:11.268751
99,6903,14525,Цифровые системы управления,2021,bachelor,15792,Управление в технических системах,27.03.04,,,in_work,599,2024-03-01 13:10:58.076251
100,6904,14590,Стратегическое управление интеллектуальной собственностью,2021,master,15800,Управление интеллектуальной собственностью,27.04.08,,,in_work,157,2024-03-01 13:11:04.292798
101,6905,14541,Технологии защиты информации,2021,bachelor,15814,Информационная безопасность,10.03.01,,,in_work,619,2024-03-01 13:11:45.252483
102,6906,14544,Инфохимия,2021,bachelor,15776,Химическая технология,18.03.01,,,in_work,485,2024-03-01 13:12:14.867194
103,6907,13354,Химия прикладных материалов / Chemistry of Applied Materials,2020,master,15779,"Энерго- и ресурсосберегающие процессы в химической технологии, нефтехимии и биотехнологии",18.04.02,,,in_work,150,2024-03-01 13:12:30.495919
104,6908,13281,Цифровые системы управления,2020,bachelor,15789,Системы управления движением и навигация,24.03.02,,,in_work,582,2024-03-01 13:13:03.338888
105,6909,13283,Технологии защиты информации,2020,bachelor,15815,Эксплуатация транспортно-технологических машин и комплексов,23.03.03,,,in_work,512,2024-03-01 13:13:46.039030
106,6910,13259,Цифровое производство,2020,bachelor,15752,Приборостроение,12.03.01,,,in_work,473,2024-03-01 13:14:21.553518
107,6911,13257,Информатика и программирование,2020,bachelor,15734,Прикладная математика и информатика,01.03.02,,,in_work,486,2024-03-01 13:15:08.345942
108,6912,13262,Компьютерные системы и технологии,2020,bachelor,15738,Информатика и вычислительная техника,09.03.01,,,in_work,526,2024-03-01 13:15:46.905214
109,6913,13258,Цифровое производство,2020,bachelor,15767,Автоматизация технологических процессов и производств,15.03.04,,,in_work,492,2024-03-01 13:16:17.883428
110,6914,13274,Цифровые системы управления,2020,bachelor,15764,Электроэнергетика и электротехника,13.03.02,,,in_work,586,2024-03-01 13:16:53.353026
111,6915,12977,Компьютерные системы и технологии,2019,bachelor,15738,Информатика и вычислительная техника,09.03.01,,,in_work,240,2024-03-01 13:16:59.768050
112,6916,12997,Цифровые системы управления,2019,bachelor,15792,Управление в технических системах,27.03.04,,,in_work,240,2024-03-01 13:17:05.541091
113,6917,14585,Инновационное предпринимательство / Innovation Entrepreneurship,2021,master,15798,Инноватика,27.04.05,,,in_work,456,2024-03-01 13:17:25.560912
114,6918,13265,Цифровые системы управления,2020,bachelor,15792,Управление в технических системах,27.03.04,,,in_work,554,2024-03-01 13:17:57.164656
115,6919,13263,Робототехника,2020,bachelor,15768,Мехатроника и робототехника,15.03.06,,,in_work,592,2024-03-01 13:18:29.572425
116,6921,14536,Индустриальные киберфизические системы,2021,bachelor,15752,Приборостроение,12.03.01,,,in_work,477,2024-03-01 13:19:00.331577
117,6922,13350,Биоэкономика и управление ресурсами,2020,master,15779,"Энерго- и ресурсосберегающие процессы в химической технологии, нефтехимии и биотехнологии",18.04.02,,,in_work,165,2024-03-01 13:19:15.161836
118,6923,13364,Молекулярная биология и биотехнология / Molecular Biology and Biotechnology,2020,master,15783,Биотехнология,19.04.01,,,in_work,165,2024-03-01 13:19:34.163346
119,6924,13372,Инфохимия / Infochemistry,2020,master,15783,Биотехнология,19.04.01,,,in_work,135,2024-03-01 13:19:50.888102
120,6925,13300,Технологии защиты информации,2020,bachelor,15749,Конструирование и технология электронных средств,11.03.03,,,in_work,549,2024-03-01 13:20:26.493116
121,6926,13299,Программирование в инфокоммуникационных системах,2020,bachelor,15748,Инфокоммуникационные технологии и системы связи,11.03.02,,,in_work,515,2024-03-01 13:21:00.669699
122,6927,13264,Фотоника и оптоинформатика,2020,bachelor,15754,Фотоника и оптоинформатика,12.03.03,,,in_work,621,2024-03-01 13:21:49.652561
123,6930,13309,Технологии разработки компьютерных игр,2020,master,15744,Прикладная информатика,09.04.03,,,in_work,135,2024-03-01 13:22:03.622762
124,6931,13369,Пищевая биотехнология,2020,master,15783,Биотехнология,19.04.01,,,in_work,150,2024-03-01 13:22:20.994738
125,6844,17730,Оптико-электронные информационно-измерительные приборы и системы,2018,specialist,15762,Электронные и оптико-электронные приборы и системы специального назначения,12.05.01,,,in_work,401,2024-03-01 13:22:37.659927
126,6932,13313,Финансовые технологии больших данных,2020,master,15750,Инфокоммуникационные технологии и системы связи,11.04.02,,,in_work,150,2024-03-01 13:22:51.936779
127,6933,13324,Программное обеспечение интеллектуальных систем и технологий,2020,master,15742,Информатика и вычислительная техника,09.04.01,,,in_work,138,2024-03-01 13:23:05.946148
128,6934,13308,Мобильные и сетевые технологии,2020,master,15744,Прикладная информатика,09.04.03,,,in_work,150,2024-03-01 13:23:20.225279
129,6935,13346,Радиочастотные системы и устройства,2020,master,15774,Техническая физика,16.04.01,,,in_work,135,2024-03-01 13:23:36.007963
130,6936,13319,"Мультимедиа-технологии, дизайн и юзабилити",2020,master,15745,Программная инженерия,09.04.04,,,in_work,149,2024-03-01 13:23:50.405543
131,6937,13335,Интеллектуальные технологии в телекоммуникациях,2020,master,15750,Инфокоммуникационные технологии и системы связи,11.04.02,,,in_work,240,2024-03-01 13:24:06.828299
132,6938,13338,Квантовые коммуникации и фемтотехнологии,2020,master,15759,Фотоника и оптоинформатика,12.04.03,,,in_work,174,2024-03-01 13:24:23.445538
133,6939,13358,Электроинженерия,2020,master,15765,Электроэнергетика и электротехника,13.04.02,,,in_work,135,2024-03-01 13:24:37.844529
134,6940,13304,Программирование и искусственный интеллект,2020,master,15735,Прикладная математика и информатика,01.04.02,,,in_work,135,2024-03-01 13:24:51.754791
135,6941,13320,Нейротехнологии и программная инженерия,2020,master,15745,Программная инженерия,09.04.04,,,in_work,136,2024-03-01 13:25:05.365755
136,6942,13347,Физика и технология наноструктур,2020,master,15759,Фотоника и оптоинформатика,12.04.03,,,in_work,154,2024-03-01 13:25:23.318194
137,6943,13303,Математическое и компьютерное моделирование,2020,master,15735,Прикладная математика и информатика,01.04.02,,,in_work,135,2024-03-01 13:25:37.313800
138,6944,13331,Речевые информационные системы,2020,master,15809,Информационные системы и технологии,09.04.02,,,in_work,136,2024-03-01 13:25:53.591264
139,6945,13332,Материалы фотоники,2020,master,15774,Техническая физика,16.04.01,,,in_work,201,2024-03-01 13:26:09.807372
140,6946,13317,Проектирование киберфизических систем защиты информации,2020,master,15751,Конструирование и технология электронных средств,11.04.03,,,in_work,135,2024-03-01 13:26:24.115367
141,6947,13330,Оптико-цифровые системы,2020,master,15758,Оптотехника,12.04.02,,,in_work,135,2024-03-01 13:26:41.027372
142,6948,13328,Программирование и интернет-технологии,2020,master,15809,Информационные системы и технологии,09.04.02,,,in_work,135,2024-03-01 13:26:54.016657
143,6949,13363,Светодиодные технологии и оптоэлектроника,2020,master,15774,Техническая физика,16.04.01,,,in_work,144,2024-03-01 13:27:08.302693
144,6950,13329,Технологии промышленного программирования,2020,master,15745,Программная инженерия,09.04.04,,,in_work,139,2024-03-01 13:27:21.305742
145,6951,13266,Программирование и интернет-технологии,2020,bachelor,15739,Информационные системы и технологии,09.03.02,,,in_work,390,2024-03-01 13:27:46.005836
146,6952,13323,Программное обеспечение радиоэлектронных систем,2020,master,15745,Программная инженерия,09.04.04,,,in_work,135,2024-03-01 13:27:58.926220
147,6953,13302,Большие данные и машинное обучение,2020,master,15735,Прикладная математика и информатика,01.04.02,,,in_work,180,2024-03-01 13:28:15.755125
148,6954,13339,Проектирование тепломассообменного оборудования и систем жизнеобеспечения,2020,master,15775,"Холодильная, криогенная техника и системы жизнеобеспечения",16.04.03,,,in_work,135,2024-03-01 13:28:30.050740
149,6955,13348,Функциональная безопасность беспилотных транспортных средств,2020,master,15788,Эксплуатация транспортно-технологических машин и комплексов,23.04.03,,,in_work,135,2024-03-01 13:28:46.411235
150,6956,13326,Системное и прикладное программное обеспечение,2020,master,15745,Программная инженерия,09.04.04,,,in_work,196,2024-03-01 13:29:01.018155
151,6957,13349,Техника и технологии сжиженного природного газа,2020,master,15775,"Холодильная, криогенная техника и системы жизнеобеспечения",16.04.03,,,in_work,165,2024-03-01 13:29:14.503061
152,6958,13322,Системы и технологии цифрового производства,2020,master,15757,Приборостроение,12.04.01,,,in_work,204,2024-03-01 13:29:30.708668
153,6959,13336,Прикладная оптика,2020,master,15758,Оптотехника,12.04.02,,,in_work,225,2024-03-01 13:29:47.557763
154,6960,13357,"Биотехнология напитков, хлеба и кондитерских изделий",2020,master,15783,Биотехнология,19.04.01,,,in_work,150,2024-03-01 13:30:01.477503
155,6961,13316,Компьютерные системы и технологии,2020,master,15742,Информатика и вычислительная техника,09.04.01,,,in_work,192,2024-03-01 13:30:15.840169
156,6962,13318,Индустриальные киберфизические системы,2020,master,15770,Автоматизация технологических процессов и производств,15.04.04,,,in_work,162,2024-03-01 13:30:30.924867
157,6963,13334,Цифровые геотехнологии,2020,master,15809,Информационные системы и технологии,09.04.02,,,in_work,135,2024-03-01 13:30:44.596882
158,6964,13366,Низкотемпературная и глубокая обработка биологических систем,2020,master,15783,Биотехнология,19.04.01,,,in_work,129,2024-03-01 13:31:00.734724
159,6965,13355,Лазерные технологии,2020,master,15761,Лазерная техника и лазерные технологии,12.04.05,,,in_work,156,2024-03-01 13:31:14.960611
160,6966,13368,Физика полупроводников,2020,master,15774,Техническая физика,16.04.01,,,in_work,135,2024-03-01 13:31:29.925631
161,6967,13353,Системы управления движением и навигация,2020,master,15791,Системы управления движением и навигация,24.04.02,,,in_work,156,2024-03-01 13:31:43.978861
162,6968,13314,Автоматизация технологических процессов и производств пищевой промышленности,2020,master,15770,Автоматизация технологических процессов и производств,15.04.04,,,in_work,135,2024-03-01 13:31:57.222758
163,6969,13333,Информационная безопасность,2020,master,15747,Информационная безопасность,10.04.01,,,in_work,300,2024-03-01 13:32:18.240063
164,6970,13306,Разработка программного обеспечения / Software Engineering,2020,master,15735,Прикладная математика и информатика,01.04.02,,,in_work,132,2024-03-01 13:32:33.939979
165,6971,13342,Квантовые и гибридные материалы,2020,master,15759,Фотоника и оптоинформатика,12.04.03,,,in_work,135,2024-03-01 13:32:47.692952
166,6972,13270,Мобильные и сетевые технологии,2020,bachelor,15740,Прикладная информатика,09.03.03,,,in_work,490,2024-03-01 13:33:23.977966
167,6973,14671,ФудТех / Foodtech,2021,master,15783,Биотехнология,19.04.01,,,in_work,247,2024-03-01 13:33:34.891054
168,6974,14639,Инфохимия / Infochemistry,2021,master,15778,Химическая технология,18.04.01,,,in_work,144,2024-03-01 13:33:39.307059
169,6975,13359,Световодная фотоника и программируемая электроника,2020,master,15774,Техническая физика,16.04.01,,,in_work,159,2024-03-01 13:33:54.054157
170,6976,13377,Инновационная экономика и отраслевое регулирование,2020,master,15803,Экономика,38.04.01,,,in_work,135,2024-03-01 13:34:07.448631
171,6977,13371,Инновационное предпринимательство,2020,master,15798,Инноватика,27.04.05,,,in_work,267,2024-03-01 13:34:31.091543
172,6981,13344,Информационные системы для экологической и техносферной безопасности,2020,master,15786,Техносферная безопасность,20.04.01,,,in_work,135,2024-03-01 13:34:44.580898
173,6982,13311,Городское планирование и городской дизайн,2020,master,15810,Градостроительство,07.04.04,,,in_work,140,2024-03-01 13:35:01.426731
174,6983,13382,"Анализ культурных данных и визуализация/ Data, Culture and Visualization",2020,master,15807,Интеллектуальные системы в гуманитарной среде,45.04.04,,,in_work,137,2024-03-01 13:35:18.667038
175,6984,13321,Робототехника,2020,master,15771,Мехатроника и робототехника,15.04.06,,,in_work,264,2024-03-01 13:35:36.643742
176,6985,13379,Цифровая трансформация организаций,2020,master,15804,Бизнес-информатика,38.04.05,,,in_work,166,2024-03-01 13:35:53.888516
177,6986,13282,Нейротехнологии и программирование,2020,bachelor,15741,Программная инженерия,09.03.04,,,in_work,539,2024-03-01 13:36:32.053100
178,6987,13297,Системное и прикладное программное обеспечение,2020,bachelor,15741,Программная инженерия,09.03.04,,,in_work,511,2024-03-01 13:37:01.690211
179,6988,13381,Урбанистика,2020,master,15799,Наукоемкие технологии и экономика инноваций,27.04.07,,,in_work,160,2024-03-01 13:37:15.996887
180,6989,13361,Биотехнология продуктов функционального назначения,2020,master,15783,Биотехнология,19.04.01,,,in_work,154,2024-03-01 13:37:35.507885
181,6990,13307,Информационные системы бизнеса,2020,master,15744,Прикладная информатика,09.04.03,,,in_work,168,2024-03-01 13:37:53.950816
182,6991,13383,Световой дизайн,2020,master,15799,Наукоемкие технологии и экономика инноваций,27.04.07,,,in_work,138,2024-03-01 13:38:06.641080
183,6992,13337,Качество и безопасность пищевых продуктов,2020,master,15784,Продукты питания из растительного сырья,19.04.02,,,in_work,150,2024-03-01 13:38:20.790665
184,6993,13370,Искусство и наука / Art & Science,2020,master,15798,Инноватика,27.04.05,,,in_work,135,2024-03-01 13:38:34.836959
185,6994,13376,Инвестиции в технологическом секторе,2020,master,15798,Инноватика,27.04.05,,,in_work,135,2024-03-01 13:38:48.365497
186,6995,13301,Биоинформатика и системная биология,2020,master,15735,Прикладная математика и информатика,01.04.02,,,in_work,135,2024-03-01 13:39:01.110149
187,6996,13374,Наука и технологии в обществе,2020,master,15798,Инноватика,27.04.05,,,in_work,135,2024-03-01 13:39:14.433648
